From,To
201191_at,5306
219455_at,79846
212532_s_at,124801
211355_x_at,3953
203736_s_at,8496
204871_at,7978
209084_s_at,9364
203573_s_at,5875
214336_s_at,1314
208679_s_at,10109
204044_at,23475
205403_at,7850
216234_s_at,5566
201326_at,908
201964_at,23064
40225_at,2580
211300_s_at,7157
214842_s_at,213
219114_at,51161
216680_s_at,2050
203621_at,4711
216307_at,1607
221019_s_at,81035
202817_s_at,6760
207388_s_at,9536
221662_s_at,10864
204344_s_at,10484
215771_x_at,5979
210125_s_at,8815
206469_x_at,22977
220417_s_at,51078
204113_at,10658
208627_s_at,4904
214332_s_at,10102
218406_x_at,29937
207271_x_at,10407
205333_s_at,9986
46142_at,64788
215579_at,60489
204513_s_at,9844
219036_at,80321
214397_at,8932
204632_at,8986
221922_at,29899
212901_s_at,23283
219399_at,55327
201345_s_at,7322
211179_at,100506403
221944_at,645644
209327_s_at,51491
209254_at,23008
202871_at,9618
215582_x_at,8888
200755_s_at,813
201367_s_at,678
205179_s_at,101
210553_x_at,100507472
208475_at,55691
201282_at,4967
216663_s_at,51364
203630_s_at,10466
220595_at,29951
216627_s_at,2683
205944_s_at,8218
203278_s_at,51317
213680_at,3854
200821_at,3920
214247_s_at,27122
211052_s_at,6904
218472_s_at,53918
201815_s_at,9779
209213_at,873
214467_at,8477
221306_at,2850
215922_at,85021
221142_s_at,55825
210187_at,2280
206508_at,970
207283_at,56969
221918_at,5128
202754_at,23518
216544_at,100652931
220885_s_at,55835
203554_x_at,9232
217623_at,91807
212132_at,26065
219187_at,63943
208013_s_at,56
207556_s_at,8525
203485_at,6252
217044_s_at,26030
208770_s_at,1979
205777_at,1852
218197_s_at,55074
217134_at,4507
221083_at,9132
218662_s_at,64151
211621_at,367
206052_s_at,7884
65635_at,64772
201396_s_at,6449
206741_at,51066
209522_s_at,1384
214873_at,91355
221801_x_at,4747
210859_x_at,1201
216185_at,10690
203158_s_at,2744
208986_at,6938
211046_at,81033
219876_s_at,55592
216665_s_at,101929148
218954_s_at,55290
206034_at,5271
221821_s_at,54934
214205_x_at,10539
208651_x_at,100133941
205555_s_at,4488
207249_s_at,9153
218455_at,9054
208097_s_at,81542
220771_at,51152
203637_s_at,4281
205817_at,6495
215361_at,80005
209091_s_at,51100
206699_x_at,4861
213981_at,1312
213199_at,26005
208016_s_at,185
202957_at,3059
203805_s_at,2175
213177_at,23162
204893_s_at,9372
218833_at,51776
207546_at,496
215880_at,4669
201385_at,1665
202784_s_at,23530
218263_s_at,58486
52005_at,58525
220896_at,80028
205546_s_at,7297
202879_s_at,9267
216863_s_at,22880
203734_at,55810
217448_s_at,9878
214998_at,22848
220204_s_at,353500
203547_at,920
220135_s_at,11136
218400_at,4940
202059_s_at,3836
218779_x_at,54869
206164_at,9635
209921_at,23657
201798_s_at,26509
201802_at,2030
215368_at,4703
215082_at,60481
208751_at,8775
214921_at,3778
222262_s_at,55500
208685_x_at,6046
213775_x_at,100507113
204233_s_at,1119
219671_at,51440
221961_at,1186
210576_at,11283
212497_at,93487
203215_s_at,4646
217707_x_at,6595
200868_s_at,55905
AFFX-HSAC07/X00351_M_at,60
205055_at,3682
208544_at,151
202351_at,3685
206212_at,1358
211489_at,148
214440_at,9
216996_s_at,22868
216747_at,323
52731_at,55626
213847_at,5630
214278_s_at,57447
210574_s_at,10726
215889_at,6498
206817_x_at,11189
204309_at,1583
217163_at,2099
201254_x_at,6194
214137_at,5795
206549_at,3641
205002_at,27245
208402_at,3605
207651_at,29909
208360_s_at,51359
216048_s_at,22836
220635_at,170680
206600_s_at,9121
212541_at,80308
213024_at,7110
212787_at,56252
203291_at,4850
221615_at,656
207210_at,2556
210206_s_at,1663
212935_at,23263
202241_at,10221
214138_at,7633
47571_at,7776
212324_s_at,55187
218262_at,64777
216085_at,26105
205509_at,1360
209445_x_at,55744
209426_s_at,100534612
212613_at,11118
213529_at,146542
209829_at,9750
208962_s_at,100302263
209475_at,102465133
207398_at,3239
206575_at,6792
206730_at,2892
203268_s_at,1819
200627_at,10728
206338_at,1995
217276_x_at,253190
219347_at,55270
218615_s_at,55254
214303_x_at,4586
218683_at,58155
210634_at,27252
213272_s_at,57146
219075_at,78992
210167_s_at,7008
210173_at,5795
207203_s_at,8856
208151_x_at,10521
203904_x_at,3732
202383_at,8242
216951_at,2209
212322_at,8879
221095_s_at,9992
217104_at,400410
204142_at,55556
205553_s_at,8048
209989_at,10795
220219_s_at,374819
210271_at,4761
202012_s_at,2132
204628_s_at,3690
209923_s_at,8315
212014_x_at,960
219586_at,79726
210111_s_at,23008
207081_s_at,5297
212264_s_at,23063
213589_s_at,146712
210612_s_at,8871
212594_at,100616113
201957_at,4660
204774_at,2123
209134_s_at,6194
216299_s_at,7517
209818_s_at,22927
218602_s_at,54801
210502_s_at,10450
211954_s_at,3843
207720_at,4014
201837_s_at,9913
201931_at,2108
201877_s_at,5527
211081_s_at,11183
206314_at,55888
208791_at,1191
31846_at,29984
203120_at,7159
219197_s_at,57758
200057_s_at,4841
206907_at,8744
56748_at,10107
214230_at,998
203925_at,2730
205431_s_at,653
207620_s_at,8573
211341_at,5457
211704_s_at,474343
221294_at,2844
216670_at,26085
212753_at,10336
221433_at,26291
206529_x_at,5172
205413_at,744
214203_s_at,102724788
218477_at,28978
214827_at,84612
218855_at,131601
217974_at,51768
215024_at,221960
215382_x_at,7177
209624_s_at,64087
214703_s_at,23324
217915_s_at,51187
AFFX-HUMISGF3A/M97935_MA_at,6772
218424_s_at,55240
201028_s_at,4267
201848_s_at,664
215696_s_at,9919
203862_s_at,88
215544_s_at,22888
213182_x_at,1028
210061_at,51385
217335_at,55338
208885_at,3936
203450_at,25776
213732_at,6929
202639_s_at,8498
220268_at,28971
222055_at,151313
206013_s_at,51412
220542_s_at,51297
213228_at,8622
220858_at,8470
212344_at,23213
203973_s_at,1052
221970_s_at,25926
213822_s_at,89910
213943_at,7291
222126_at,3268
210035_s_at,26782
213000_at,23515
216242_x_at,100134938
208098_at,81696
217026_at,1080
221303_at,29930
212496_s_at,23030
214655_at,2830
217626_at,1645
200775_s_at,3190
218524_at,1877
201223_s_at,5887
205341_at,30846
216666_at,93432
206079_at,1122
222336_at,201895
214112_s_at,541578
220367_s_at,79595
203503_s_at,5195
205006_s_at,9397
214037_s_at,28952
204537_s_at,2564
215254_at,1827
219012_s_at,56946
204352_at,7188
201606_s_at,11137
205235_s_at,9585
210743_s_at,8556
202405_at,7073
203095_at,4528
211082_x_at,2011
206747_at,9721
213881_x_at,101929087
211824_x_at,22861
218137_s_at,60682
216531_at,404281
216079_at,7957
215729_s_at,51442
201126_s_at,4245
211926_s_at,4627
212726_at,5253
218593_at,55131
222121_at,26084
202835_at,10907
200726_at,5501
209034_at,10957
210382_at,6344
215372_x_at,9223
209217_s_at,11152
200679_x_at,3146
214034_at,51752
206005_s_at,22832
209800_at,3868
218903_s_at,79035
210420_at,9187
221731_x_at,1462
219085_s_at,79760
209300_s_at,25977
208311_at,9248
218402_s_at,89781
209464_at,9212
221023_s_at,81033
220426_at,79025
211842_s_at,9187
205997_at,10863
204230_s_at,57030
218152_at,10363
210120_s_at,8498
201546_at,9320
210044_s_at,4066
203914_x_at,3248
203783_x_at,5442
47608_at,93643
207826_s_at,3399
209687_at,6387
220192_x_at,25803
218389_s_at,51107
206289_at,3201
215937_at,5729
201759_at,6904
218367_x_at,27005
218106_s_at,55173
220081_x_at,51478
216381_x_at,22977
221578_at,83937
222279_at,285830
222377_at,347853
214001_x_at,6204
218918_at,57134
211604_x_at,9001
201963_at,2180
202341_s_at,23321
51200_at,55049
213291_s_at,7337
212191_x_at,606500
205188_s_at,4090
200647_x_at,728689
207775_at,79150
207757_at,80108
202474_s_at,3054
206157_at,5806
218931_at,64284
201250_s_at,6513
206875_s_at,9748
210536_s_at,6677
222034_at,10399
208581_x_at,4501
209411_s_at,23163
200751_s_at,3183
205241_at,9997
208386_x_at,11144
201706_s_at,5824
207353_s_at,3166
218989_x_at,64924
212897_at,23097
203727_at,6499
212799_at,10228
204821_at,10384
201016_at,1964
210810_s_at,9152
48825_at,51147
208793_x_at,6597
221343_at,26531
221920_s_at,51312
202030_at,10295
220605_s_at,22933
212967_x_at,4673
222321_at,186
217985_s_at,11177
208903_at,6234
218488_at,8891
215944_at,101927498
220403_s_at,63970
210836_x_at,5144
205545_x_at,22826
221796_at,4915
219926_at,64208
209117_at,23558
214265_at,8516
206542_s_at,6595
210621_s_at,5921
200941_at,3281
209201_x_at,7852
215207_x_at,11049
217764_s_at,11031
201554_x_at,2992
206215_at,4978
207459_x_at,2994
202112_at,7450
219336_s_at,51008
211806_s_at,3772
214200_s_at,1291
211159_s_at,5528
212383_at,535
209333_at,8408
202950_at,1429
202345_s_at,2171
201553_s_at,3916
209710_at,2624
210722_at,5407
210571_s_at,8418
206944_at,3362
212694_s_at,5096
216088_s_at,5688
211315_s_at,8913
205650_s_at,2243
213558_at,27445
204030_s_at,100505385
204501_at,4856
204538_x_at,9284
202311_s_at,1277
211893_x_at,923
221994_at,10611
211799_x_at,3107
205145_s_at,4636
200796_s_at,4170
202437_s_at,1545
203484_at,23480
56829_at,83696
201850_at,822
205766_at,8557
216539_at,92552
214570_x_at,102725072
204029_at,1952
205868_s_at,5781
204562_at,3662
214250_at,4926
220072_at,79848
220097_s_at,54868
209346_s_at,55361
211091_s_at,4771
206512_at,6728
208695_s_at,6170
216511_s_at,6934
220261_s_at,55146
201497_x_at,4629
210963_s_at,8908
214840_at,146691
221219_s_at,54758
214071_at,2774
214693_x_at,100132406
217973_at,51181
213829_x_at,51750
222374_at,8945
222220_s_at,55815
214778_at,1954
220275_at,50624
208559_at,3651
205549_at,5121
201543_s_at,56681
213160_at,1794
208512_s_at,4301
219348_at,55850
221262_s_at,66035
37022_at,5549
218297_at,80013
203499_at,1969
207075_at,114548
202352_s_at,5718
202126_at,8899
201502_s_at,4792
207440_at,7355
212878_s_at,3831
222092_at,11099
211275_s_at,2992
213305_s_at,5527
207141_s_at,3760
201663_s_at,10051
207449_s_at,23275
204278_s_at,9166
202444_s_at,10613
207840_at,11126
218960_at,56649
219758_at,79989
201176_s_at,372
210096_at,1580
221199_at,64096
215093_at,50814
217757_at,2
217665_at,126017
213542_at,374655
210794_s_at,55384
212311_at,23231
201646_at,950
206113_s_at,5868
212235_at,23129
209280_at,9902
216915_s_at,5782
214422_at,5887
208713_at,11100
211839_s_at,1435
221763_at,221037
206500_s_at,55320
208857_s_at,5110
210971_s_at,406
204098_at,51634
201958_s_at,4660
205040_at,5004
203764_at,9787
205964_at,79088
213007_at,55215
203959_s_at,9923
212386_at,6925
208789_at,284119
205986_at,9625
219649_at,29929
204709_s_at,9493
221157_s_at,26261
213963_s_at,8819
207282_s_at,4656
208784_s_at,116138
221340_at,1046
206856_at,10990
202555_s_at,4638
207764_s_at,10114
217178_at,5916
219424_at,10148
203162_s_at,10300
213493_at,25992
209901_x_at,199
210493_s_at,9848
207126_x_at,54575
206257_at,26093
208474_at,9074
205873_at,9487
210711_at,84719
220668_s_at,1789
203369_x_at,9260
201565_s_at,3398
218340_s_at,55236
214751_at,90333
212923_s_at,221749
220183_s_at,11162
209158_s_at,9266
214783_s_at,311
221735_at,57599
205309_at,27293
221606_s_at,79366
208886_at,3005
205963_s_at,9093
216385_at,220077
211391_s_at,23598
207134_x_at,64499
203037_s_at,9788
205548_s_at,10950
203192_at,10058
215686_x_at,7021
212085_at,293
219976_at,51361
221264_s_at,23435
212504_at,22982
204304_s_at,8842
37424_at,54535
205156_s_at,41
205386_s_at,4193
211161_s_at,1281
206586_at,1269
202295_s_at,1512
204866_at,9767
211164_at,2042
217832_at,10492
200601_at,81
219332_at,79778
207486_x_at,1124
200055_at,6881
211916_s_at,4640
209339_at,6478
221499_s_at,8675
210260_s_at,25816
202125_s_at,66008
213636_at,23349
217722_s_at,51335
217892_s_at,51474
206043_s_at,9914
202103_at,23476
200759_x_at,4779
207243_s_at,801
204322_at,27333
211737_x_at,5764
214668_at,57213
216205_s_at,9927
222248_s_at,23409
33760_at,5195
216323_x_at,113457
207051_at,10050
214268_s_at,9110
213217_at,108
213513_x_at,10109
210785_s_at,9473
217025_s_at,1627
202490_at,8518
221805_at,4747
207025_at,57165
61297_at,57513
219658_at,79810
211140_s_at,835
201417_at,6659
216981_x_at,6693
209017_s_at,9361
206127_at,2004
213897_s_at,6150
205292_s_at,3181
216223_at,1370
213329_at,23380
211739_x_at,1442
219910_at,11153
205852_at,8941
211356_x_at,3953
211487_x_at,6218
205524_s_at,1404
216492_at,90011
203896_s_at,5332
208983_s_at,5175
203834_s_at,10618
210615_at,8829
217014_s_at,563
211432_s_at,7301
217515_s_at,779
203712_at,9933
208554_at,5459
212101_at,23633
215177_s_at,3655
208805_at,5687
212012_at,7837
206676_at,1088
221768_at,6421
219112_at,51735
209189_at,2353
218192_at,51447
218080_x_at,11124
211681_s_at,10611
208876_s_at,5062
207774_at,83734
204760_s_at,7067
219061_s_at,8270
200593_s_at,3192
52940_at,59307
204598_at,22888
210127_at,51560
215512_at,10299
216469_at,441666
218075_at,8086
218200_s_at,4708
210188_at,2551
208714_at,4723
214473_x_at,5387
209906_at,719
215617_at,26010
121_at,7849
207912_s_at,1617
209539_at,9459
218541_s_at,56892
206470_at,10154
201449_at,7072
222054_at,728448
215411_s_at,10758
209505_at,7025
208468_at,11166
211519_s_at,11004
205486_at,10420
207776_s_at,783
214704_at,22980
202014_at,23645
208682_s_at,10916
214528_s_at,7849
200640_at,7534
218928_s_at,54020
209215_at,10227
212501_at,1051
209056_s_at,988
219550_at,64221
210685_s_at,10277
213003_s_at,23514
208132_x_at,7916
204401_at,3783
216938_x_at,1813
220079_s_at,84196
204905_s_at,9521
220721_at,80110
213765_at,8076
221335_x_at,56006
208106_x_at,5675
205240_at,29899
220554_at,10864
216695_s_at,8658
213964_x_at,100505761
221779_at,85377
36920_at,4534
208233_at,10630
213621_s_at,2987
213923_at,5912
214361_s_at,6002
209686_at,6285
212355_at,23351
220085_at,3070
219494_at,25788
208610_s_at,23524
212194_s_at,9777
219643_at,53353
218929_at,55602
207984_s_at,4355
32502_at,81544
201917_s_at,55186
219558_at,79572
218900_at,26504
201838_s_at,9913
202666_s_at,86
217200_x_at,1534
206119_at,635
207072_at,8807
218492_s_at,80764
200062_s_at,6156
221672_s_at,83696
220910_at,80144
215719_x_at,355
207100_s_at,6843
206135_at,9705
213505_s_at,10147
208725_at,8894
206580_s_at,30008
219757_s_at,54916
214558_at,2835
215782_at,282808
208056_s_at,863
208508_s_at,26707
219829_at,26548
221813_at,54455
219109_at,79582
214546_s_at,5032
206430_at,1044
217287_s_at,7225
215859_at,56926
209920_at,659
40850_at,23770
212824_at,8939
205139_s_at,10090
202157_s_at,10659
207968_s_at,4208
203184_at,2201
218392_x_at,94081
39582_at,1540
221595_at,84060
64432_at,51275
210166_at,7100
212639_x_at,10376
206285_at,4867
202466_at,11044
219334_s_at,64859
218095_s_at,55858
217681_at,7477
214447_at,2113
207790_at,55227
200061_s_at,6229
218309_at,55450
215785_s_at,26999
207918_s_at,100289087
208929_x_at,606500
216049_at,22836
217286_s_at,57446
219987_at,100288413
204934_s_at,3249
214973_x_at,3495
218982_s_at,51373
37152_at,5467
204841_s_at,8411
202369_s_at,9697
218401_s_at,23528
218115_at,55723
200021_at,1072
205551_at,9899
206513_at,9447
209291_at,3400
202545_at,5580
205410_s_at,493
212538_at,23348
201044_x_at,1843
221006_s_at,81609
208818_s_at,1312
220133_at,54959
203658_at,788
219921_s_at,80005
208479_at,3736
218231_at,55577
211768_at,7462
202029_x_at,6169
208591_s_at,5140
202455_at,10014
217157_x_at,3514
209276_s_at,2745
206770_s_at,23443
203995_at,755
208490_x_at,8339
216798_at,6050
219148_at,55872
206667_s_at,9522
211744_s_at,965
220594_at,8473
211745_x_at,3039
208807_s_at,1107
204932_at,4982
202185_at,8985
217975_at,51186
214762_at,534
212327_at,22998
208128_x_at,3834
214367_at,10235
221246_x_at,7145
214234_s_at,1577
205363_at,8424
202380_s_at,4820
207823_s_at,199
204435_at,9818
221030_s_at,83478
220020_at,63929
218071_s_at,23609
205281_s_at,5277
213915_at,4818
210673_x_at,7080
219174_at,80173
221829_s_at,3842
214231_s_at,23078
201645_at,3371
212611_at,23220
207369_at,680
214468_at,4624
204434_at,9825
48030_i_at,10826
211108_s_at,3718
210790_s_at,56681
218805_at,100527949
218489_s_at,210
220343_at,27115
205084_at,55973
213418_at,3310
204403_x_at,9747
209954_x_at,6760
212499_s_at,51077
211169_s_at,5506
213860_x_at,1452
208312_s_at,65121
40189_at,6418
202416_at,7266
205053_at,5557
219980_at,80167
208368_s_at,675
212564_at,23510
202830_s_at,2542
204195_s_at,5316
202445_s_at,4853
204719_at,10351
205874_at,3706
221716_s_at,81616
203540_at,2670
221456_at,50831
211429_s_at,5265
216086_at,22987
219552_at,79987
207405_s_at,5884
202996_at,57804
206211_at,6401
208631_s_at,3030
203476_at,7162
215812_s_at,386757
209236_at,9962
210628_x_at,8425
207900_at,6361
222194_at,100132923
210579_s_at,10107
208975_s_at,3837
220420_at,79748
202346_at,3093
209976_s_at,1571
215673_at,7008
201861_s_at,9208
217816_s_at,57092
204114_at,22795
216893_s_at,1285
217106_x_at,27292
206953_s_at,23266
211550_at,1956
202422_s_at,2182
216673_at,100101116
212537_x_at,100124516
220560_at,29125
216995_x_at,23609
209053_s_at,7468
204308_s_at,9895
203816_at,1716
213996_at,29799
213939_s_at,22902
211899_s_at,9618
207675_x_at,9048
214874_at,8502
208279_s_at,374286
213322_at,221443
210715_s_at,10653
216870_x_at,8847
211149_at,7404
206419_at,6097
219831_at,51265
217557_s_at,1368
202473_x_at,3054
213990_s_at,57144
217049_x_at,27328
202436_s_at,1545
204690_at,9482
213637_at,11056
218454_at,79887
220717_at,80070
215198_s_at,800
1294_at,100847079
221076_at,53918
210754_s_at,4067
207492_at,55768
210568_s_at,5965
212090_at,2907
217035_at,8935
206366_x_at,6375
214566_at,26952
219225_at,79605
216980_s_at,6693
221560_at,57787
207145_at,2660
202765_s_at,2200
217777_s_at,51495
209458_x_at,3039
212784_at,23152
201876_at,5445
207929_at,2925
219608_s_at,81545
216258_s_at,5275
202655_at,7873
208763_s_at,1831
219477_s_at,100887750
215985_at,100507399
204445_s_at,240
204337_at,5999
203198_at,1025
214156_at,25924
210172_at,7536
60084_at,1540
202800_at,6507
205985_x_at,1188
215346_at,958
213807_x_at,4233
206495_s_at,25988
220231_at,10842
38487_at,23166
217804_s_at,3609
200725_x_at,26778
204196_x_at,5316
219298_at,79746
205419_at,1880
212934_at,137886
201507_at,5201
221847_at,100129361
204227_s_at,7084
206415_at,7092
219025_at,57124
202409_at,3481
215997_s_at,8450
220323_at,79935
32029_at,5170
221836_s_at,83696
217103_at,3949
209728_at,3126
203318_s_at,7707
222093_s_at,83444
218382_s_at,11338
206894_at,337
210449_x_at,1432
207387_s_at,2710
217996_at,22822
206950_at,6335
213911_s_at,3015
208334_at,64579
209359_x_at,100506403
208403_x_at,4149
212321_at,8879
208337_s_at,2494
212994_at,57187
202281_at,2580
202568_s_at,4140
207363_at,6247
214101_s_at,9520
216611_s_at,6530
203513_at,80208
219130_at,54482
220563_s_at,50944
209081_s_at,80781
214928_at,23363
200748_s_at,2495
217796_s_at,55666
213036_x_at,489
205225_at,2099
202092_s_at,23568
205990_s_at,7474
220155_s_at,65980
203465_at,9801
215527_at,202559
215170_s_at,22995
222053_at,10629
218350_s_at,51053
210784_x_at,11025
213194_at,6091
208543_at,26538
210684_s_at,1742
203010_at,6776
214358_at,31
215888_at,23047
218206_x_at,51282
204808_s_at,10329
217403_s_at,7770
205657_at,23498
208117_s_at,81887
202447_at,1666
205464_at,6338
214328_s_at,3320
202435_s_at,1545
219186_at,51341
205256_at,9880
220396_at,55508
205635_at,8997
221059_s_at,23406
211419_s_at,1124
205265_s_at,100996693
218630_at,54903
219723_x_at,56894
215618_at,6251
219937_at,29953
221506_s_at,30000
207456_at,3174
221611_s_at,51533
203765_at,25801
201193_at,3417
207880_at,4185
208057_s_at,2736
205649_s_at,2243
208691_at,7037
220479_at,29034
201196_s_at,262
220761_s_at,51347
206677_at,3881
206004_at,7053
218550_s_at,55222
220493_at,1761
221707_s_at,55275
213016_at,56987
202215_s_at,4802
207709_at,5563
219963_at,51207
221231_s_at,55051
204006_s_at,2214
208096_s_at,81578
209050_s_at,5900
215947_s_at,100287852
211565_at,6457
200996_at,10096
205387_s_at,1082
201504_s_at,7247
202349_at,1861
210225_x_at,11025
204149_s_at,2948
206214_at,7941
213284_at,677
213665_at,6659
210739_x_at,8671
213492_at,1280
218451_at,64866
215011_at,6080
221678_at,57406
206033_s_at,1825
210979_at,427
209488_s_at,11030
200050_at,7705
218667_at,64219
215433_at,23333
214801_at,163590
200676_s_at,7332
212635_at,3842
206943_at,7046
221135_s_at,28990
64408_s_at,91860
221723_s_at,57835
213983_s_at,23244
204283_at,10667
50376_at,55311
221917_s_at,2926
202987_at,10758
220395_at,55466
210968_s_at,57142
213624_at,10924
205361_s_at,5203
220276_at,79785
203518_at,1130
218016_s_at,101060521
215596_s_at,26046
210316_at,2324
219459_at,55703
207164_s_at,10472
221536_s_at,55341
222040_at,3178
218310_at,154881
222136_x_at,100287226
204426_at,10959
203557_s_at,5092
214048_at,8930
213191_at,148022
200695_at,5518
205487_s_at,51442
220082_at,54866
204320_at,1301
215764_x_at,161
217003_s_at,255926
201484_at,6827
204288_s_at,8470
220351_at,51554
219856_at,79098
209439_s_at,5256
209383_at,1649
204556_s_at,22873
216493_s_at,10643
218426_s_at,54476
209190_s_at,1729
215923_s_at,23550
202221_s_at,2033
211594_s_at,65005
204242_s_at,8310
205379_at,874
210038_at,5588
209677_at,5584
222273_at,64895
201393_s_at,3482
210480_s_at,4646
219448_at,54968
210689_at,23562
201149_s_at,7078
212845_at,23034
211908_x_at,50802
214919_s_at,404734
216184_s_at,22999
221664_s_at,50848
203724_s_at,22902
205503_at,5784
210335_at,9182
202206_at,10123
209101_at,1490
207185_at,6554
212371_at,51029
204829_s_at,2350
214201_x_at,7916
201124_at,3693
208557_at,3203
208427_s_at,1993
202128_at,9870
203598_s_at,11193
206892_at,269
205172_x_at,1212
221051_s_at,27231
210223_s_at,3140
208776_at,5717
36475_at,23464
207391_s_at,8394
205789_at,912
202814_s_at,10614
216191_s_at,28516
206651_s_at,1361
220749_at,79741
64486_at,57175
219180_s_at,55670
211403_x_at,51480
40465_at,9416
221035_s_at,56155
205866_at,8547
219081_at,404734
209033_s_at,1859
209380_s_at,10057
220683_at,50700
209542_x_at,3479
208925_at,56650
205474_at,51379
204502_at,25939
210083_at,8482
214189_s_at,23062
212970_at,323
211578_s_at,6198
204038_s_at,1902
204913_s_at,6664
213106_at,10396
212841_s_at,8495
220544_at,60385
203020_at,9910
203665_at,3162
204878_s_at,9344
203300_x_at,8905
208002_s_at,11332
210314_x_at,8741
202704_at,10140
210097_s_at,51406
203771_s_at,644
205580_s_at,3269
206820_at,3268
217972_at,54927
208660_at,1431
205119_s_at,2357
204210_s_at,5130
218410_s_at,283871
209430_at,9044
204033_at,9319
213218_at,7741
205520_at,6801
211495_x_at,407977
221463_at,6369
203175_at,391
221728_x_at,7503
206114_at,2043
214056_at,4170
215657_at,1811
218675_at,51310
203991_s_at,7403
212393_at,6305
212747_at,23294
202994_s_at,2192
214420_s_at,1559
216587_s_at,100616500
209724_s_at,7541
219111_s_at,79039
215028_at,57556
206519_x_at,946
216226_at,6875
205930_at,2960
204074_s_at,9731
207590_s_at,2491
202899_s_at,6428
211154_at,7066
204716_at,8030
206756_at,56548
218975_at,50509
219857_at,79949
204316_at,6001
204990_s_at,3691
219680_at,79671
215535_s_at,10554
212500_at,84890
218209_s_at,55197
214816_x_at,91442
213869_x_at,7070
218105_s_at,51073
220248_x_at,55968
203006_at,3632
214252_s_at,1203
210766_s_at,1434
214658_at,100302736
212412_at,10611
221538_s_at,5361
213553_x_at,341
206441_s_at,54939
215224_at,619505
204615_x_at,3422
208050_s_at,835
215716_s_at,490
217032_at,200350
201581_at,56255
204552_at,3631
202064_s_at,6400
205811_at,11232
219329_s_at,51374
208053_at,2986
213072_at,50626
220381_at,79822
212388_at,23358
205263_at,8915
218189_s_at,54187
218532_s_at,54463
214021_x_at,3693
208949_s_at,3958
210427_x_at,302
213540_at,7923
206984_s_at,6014
37201_at,3700
210799_at,3351
212359_s_at,23053
204468_s_at,7075
219543_at,64081
200632_s_at,10397
213557_at,51755
213170_at,2882
204271_s_at,1910
207965_at,50674
216917_s_at,6847
206150_at,939
213396_s_at,11216
206386_at,6906
209623_at,64087
210583_at,84271
215307_at,57711
201229_s_at,10425
201166_s_at,9698
204563_at,6402
221007_s_at,81608
207869_s_at,8913
202962_at,23303
207101_at,6843
204209_at,5130
211205_x_at,8394
201448_at,7072
218847_at,10644
218479_s_at,64328
201271_s_at,22913
201234_at,3611
218283_at,51188
212081_x_at,7916
206002_at,10149
209416_s_at,51343
209943_at,26235
210945_at,1288
210584_s_at,84271
211985_s_at,801
214698_at,9991
216453_at,57336
215720_s_at,4800
212554_at,10486
204255_s_at,7421
220385_at,57158
206200_s_at,311
204777_s_at,4118
211998_at,100616282
206510_at,10736
201077_s_at,302
218601_at,55665
220971_at,64806
214748_at,10443
204789_at,752
216976_s_at,6259
202738_s_at,5257
209878_s_at,5970
203643_at,2077
220419_s_at,29761
220178_at,126321
211834_s_at,8626
219028_at,28996
206697_s_at,3240
216659_at,1720
201046_s_at,5886
201164_s_at,9698
208202_s_at,23338
219407_s_at,10319
209248_at,27069
207346_at,2054
215778_x_at,55547
203884_s_at,22841
219503_s_at,55287
58367_s_at,79744
216322_at,965
201520_s_at,2926
221096_s_at,55374
203585_at,7739
220311_at,29104
221607_x_at,60
213419_at,323
213030_s_at,5362
219493_at,79801
47105_at,54920
201989_s_at,1389
217637_at,3745
204985_s_at,79090
219765_at,79673
217149_x_at,8711
204968_at,57827
218804_at,55107
218286_s_at,9616
219559_at,63910
215784_at,913
214877_at,54901
207375_s_at,3601
215171_s_at,10440
220628_s_at,54549
205910_s_at,1056
210067_at,361
218756_s_at,79154
220012_at,56605
209619_at,972
202567_at,6634
221290_s_at,84939
205319_at,8000
210360_s_at,9788
218450_at,50865
214699_x_at,26100
38398_at,8567
215683_at,100506070
221131_at,51146
221289_at,1750
212634_at,23376
221058_s_at,51192
207276_at,1038
217717_s_at,7529
214457_at,3199
213625_at,387032
220170_at,9457
218230_at,27236
205257_s_at,273
211709_s_at,6320
210448_s_at,5026
205482_x_at,29907
221132_at,51208
202321_at,9453
214819_at,23096
218740_s_at,80279
218466_at,79735
200723_s_at,4076
204646_at,1806
213192_at,90326
210195_s_at,5669
215209_at,9871
213824_at,10215
210750_s_at,9229
213763_at,28996
214994_at,200316
207080_s_at,5697
201420_s_at,79084
219051_x_at,79006
211827_s_at,3752
212040_at,10618
209198_s_at,23208
215096_s_at,2098
214314_s_at,9669
203988_s_at,2530
214876_s_at,114791
210658_s_at,23062
222240_s_at,51477
207084_at,5454
214446_at,22936
209767_s_at,100526833
210535_at,27077
203185_at,9770
203870_at,64854
218140_x_at,58477
37943_at,23503
214177_s_at,57326
212782_x_at,5439
210313_at,23547
219215_s_at,55630
218616_at,57117
205272_s_at,100533464
203334_at,1659
205828_at,4314
221067_s_at,80763
211496_s_at,5132
203555_at,26469
219520_s_at,55841
207262_at,319
209583_s_at,4345
208814_at,3308
205774_at,2161
205364_at,8309
208109_s_at,81698
206305_s_at,731
214357_at,92346
209983_s_at,9379
213134_x_at,10950
204175_at,51042
209357_at,10370
212988_x_at,60
204780_s_at,355
217854_s_at,5434
210293_s_at,10483
202042_at,3035
211968_s_at,3320
213712_at,54898
216522_at,26212
