From,To
214784_x_at,23214
217772_s_at,23788
208537_at,9294
203915_at,4283
214618_at,8837
215175_at,22990
35617_at,5598
207867_at,5078
221040_at,11132
213898_at,23543
207018_s_at,5874
210515_at,6927
221671_x_at,3514
219146_at,79736
209454_s_at,7005
204522_at,1797
201769_at,9685
204446_s_at,240
60815_at,84820
221482_s_at,10776
218973_at,79631
217510_at,1406
214154_s_at,5318
211396_at,9103
207719_x_at,645455
216325_x_at,100533107
222292_at,958
205393_s_at,1111
204103_at,6351
202388_at,5997
220674_at,933
217234_s_at,7430
210767_at,4771
203243_s_at,10611
201716_at,6642
205307_s_at,8564
216167_at,10446
209441_at,23221
212265_at,9444
218718_at,56034
207150_at,6572
211862_x_at,8837
200953_s_at,894
216928_at,6886
201688_s_at,7163
214544_s_at,8773
200703_at,8655
220006_at,79825
201733_at,1182
209379_s_at,54462
204105_s_at,4897
217941_s_at,55914
203293_s_at,3998
220120_s_at,64097
204028_s_at,23637
217275_at,23617
216599_x_at,9356
211481_at,6579
209354_at,8764
201305_x_at,10541
208316_s_at,4952
219742_at,80758
204695_at,993
219869_s_at,64116
211666_x_at,116936
205141_at,283
203478_at,4717
208954_s_at,23185
220278_at,55693
210134_x_at,6474
219795_at,11254
210339_s_at,3817
213204_at,23113
215728_s_at,11332
221285_at,8128
212107_s_at,1660
64474_g_at,100302197
218873_at,54856
216133_at,10730
200074_s_at,9045
204433_s_at,9825
203107_x_at,26784
212855_at,23142
209726_at,770
200902_at,9403
209758_s_at,8076
210048_at,8774
218267_at,51550
214257_s_at,9554
203571_s_at,10974
218969_at,51025
212788_x_at,2512
205626_s_at,793
215244_at,26220
213241_at,10154
214739_at,84859
209185_s_at,8660
221411_at,3238
209842_at,6663
217963_s_at,27018
206927_s_at,2977
212651_at,9886
210337_s_at,47
211749_s_at,9341
209536_s_at,30844
208242_at,30062
206296_x_at,11184
217404_s_at,1280
213688_at,801
206913_at,570
219545_at,100532726
222004_s_at,57572
206966_s_at,11278
215469_at,26050
214837_at,213
213520_at,9401
210643_at,8600
207079_s_at,10001
206186_at,4356
210415_s_at,4957
210069_at,1375
217775_s_at,51109
207926_at,2814
212105_s_at,1660
207541_s_at,5394
206228_at,5076
218671_s_at,93974
200913_at,5496
203942_s_at,2011
203494_s_at,9702
209263_x_at,7106
209295_at,8795
206433_s_at,50859
207832_at,10458
215522_at,22986
203117_s_at,9924
212285_s_at,375790
208440_at,23434
206501_x_at,2115
215904_at,4301
205220_at,8843
218802_at,55013
213738_s_at,498
207853_s_at,6620
210041_s_at,5238
207667_s_at,100996792
205331_s_at,51308
203616_at,5423
219573_at,55604
207788_s_at,10174
215726_s_at,1528
202027_at,25829
204495_s_at,56905
211451_s_at,3761
205306_x_at,8564
214756_x_at,5379
204102_s_at,1938
209040_s_at,5696
215136_s_at,11340
213244_at,113178
217916_s_at,51571
218059_at,51123
211547_s_at,5048
212270_x_at,100124516
211613_s_at,2820
202498_s_at,6515
203041_s_at,3920
206291_at,4922
46256_at,90864
219342_at,64921
218070_s_at,29926
218434_s_at,65985
200790_at,4953
206704_at,1184
204561_x_at,100533990
221943_x_at,6169
206310_at,6691
91617_at,100302197
217742_s_at,51322
208213_s_at,7881
213575_at,29896
207849_at,3558
210479_s_at,6095
214376_at,5602
200781_s_at,6210
213805_at,51099
222118_at,55839
213009_s_at,4591
202179_at,642
211724_x_at,54468
220791_x_at,11280
213056_at,23150
210104_at,10001
220247_at,57082
206590_x_at,1813
209945_s_at,2932
218315_s_at,51654
209625_at,5283
208252_s_at,9469
213067_at,4628
221360_s_at,2693
207672_at,5992
209506_s_at,7025
206804_at,917
215972_at,25859
207962_at,11131
204118_at,962
204827_s_at,899
220573_at,43847
206923_at,5578
205795_at,9369
204623_at,7033
216914_at,995
220210_at,57053
207535_s_at,4791
213685_at,100506963
212139_at,10985
202861_at,102465532
210973_s_at,2260
203824_at,7103
212110_at,23516
201098_at,9276
207981_s_at,2104
210519_s_at,1728
202041_s_at,9158
221461_at,50835
205764_at,1452
216623_x_at,27324
216327_s_at,27181
214359_s_at,3326
217907_at,29074
203839_s_at,10188
220985_s_at,81790
209381_x_at,8175
216111_x_at,5387
200670_at,7494
217733_s_at,9168
200936_at,6132
207320_x_at,6780
201835_s_at,5564
218659_at,55252
201105_at,3956
213627_at,10916
212148_at,5087
203384_s_at,2800
215048_at,140883
219885_at,55106
204818_at,3294
204406_at,2321
211204_at,4199
213392_at,124152
204075_s_at,9731
216549_s_at,55633
207766_at,8814
212904_at,57470
212989_at,259230
218706_s_at,65983
210624_s_at,10994
207418_s_at,8528
204376_at,9730
207148_x_at,51778
217834_s_at,10492
205643_s_at,5521
206949_s_at,23623
201178_at,25793
213863_s_at,51686
219840_s_at,27004
213400_s_at,6907
219009_at,60686
216458_at,130814
211189_x_at,8832
220319_s_at,29116
219143_s_at,54913
37145_at,10578
217174_s_at,10297
64440_at,84818
216255_s_at,2918
214318_s_at,10129
204581_at,933
214745_at,23007
218983_at,51279
204289_at,4329
205529_s_at,862
204095_s_at,8178
203968_s_at,990
213616_at,25941
207302_at,6445
201260_s_at,6856
216710_x_at,57336
205808_at,444
216384_x_at,100302285
218010_x_at,79144
64438_at,79701
209182_s_at,11067
213278_at,66036
209840_s_at,54674
215305_at,5156
219299_at,55039
219750_at,55314
218597_s_at,55847
209861_s_at,10988
220903_at,85476
207842_s_at,102466986
220548_at,10343
201025_at,9669
208891_at,1848
210995_s_at,373
212136_at,493
208550_x_at,26251
207045_at,55610
220705_s_at,11173
203319_s_at,7707
205578_at,4920
202022_at,230
217272_s_at,5275
207422_at,8748
205712_at,5789
219611_s_at,64793
200672_x_at,6711
208340_at,643733
214633_at,6658
208563_x_at,5455
215295_at,1838
211129_x_at,1896
219669_at,57126
204012_s_at,9836
214073_at,2017
210934_at,640
210040_at,57468
219194_at,57715
204912_at,3587
204228_at,10465
207742_s_at,2649
202573_at,1455
204205_at,60489
205799_s_at,6519
207176_s_at,941
204761_at,9712
212104_s_at,23543
207593_at,64137
220163_s_at,55806
208815_x_at,3308
221431_s_at,81797
214116_at,686
203591_s_at,1441
203787_at,23635
210156_s_at,5110
204855_at,5268
211865_s_at,51343
221834_at,100507577
212666_at,57154
209168_at,2824
219049_at,55790
205846_at,5787
222206_s_at,56926
220864_s_at,51079
204768_s_at,2237
205890_s_at,10537
200606_at,1832
209147_s_at,8611
207457_s_at,259215
220831_at,51301
202056_at,3836
221414_s_at,81623
39402_at,3553
218030_at,28964
210697_at,113835
203365_s_at,4324
221308_at,10818
201188_s_at,3710
216178_x_at,3688
219653_at,149986
207686_s_at,841
212218_s_at,2194
201297_s_at,55233
210365_at,100506403
206555_s_at,55623
207142_at,3760
205517_at,2626
203155_at,9869
213947_s_at,23225
220600_at,54859
211886_s_at,6910
206406_at,4184
218408_at,26519
219357_at,9567
221942_s_at,2982
220197_at,50617
211114_x_at,8487
213280_at,23108
206252_s_at,552
201279_s_at,1601
221721_s_at,11178
211397_x_at,3803
201473_at,3726
212444_at,9052
200935_at,811
220302_at,4117
209951_s_at,5609
202182_at,2648
203227_s_at,6302
216260_at,23405
216682_s_at,55578
222289_at,3747
210908_s_at,5204
212198_s_at,9777
217128_s_at,57172
213426_s_at,858
215712_s_at,3483
204636_at,1308
214166_at,6390
220497_at,7761
213614_x_at,1915
206246_at,5210
209119_x_at,7026
216955_at,6872
214643_x_at,274
211198_s_at,23308
205696_s_at,2674
205745_x_at,6868
203256_at,1001
217751_at,373156
209173_at,10551
212953_x_at,811
203657_s_at,8722
213618_at,116984
204417_at,2581
201529_s_at,6117
212911_at,23341
219537_x_at,10683
218094_s_at,55861
219141_s_at,55626
215485_s_at,3383
215281_x_at,23126
200875_s_at,100302138
220964_s_at,81876
206031_s_at,8078
210080_x_at,10136
214898_x_at,57876
220164_s_at,51725
210388_at,5330
214939_x_at,4301
213282_at,139322
220586_at,80205
219226_at,51755
203391_at,2286
210053_at,6877
218120_s_at,3163
211492_s_at,148
219779_at,79776
212315_s_at,23225
220753_s_at,51084
222382_x_at,23165
218818_at,2275
203294_s_at,3998
205173_x_at,965
204929_s_at,10791
200776_s_at,9689
212299_at,91754
201620_at,8720
37232_at,9786
206092_x_at,51750
206957_at,189
222029_x_at,102465501
212581_x_at,2597
205947_s_at,7434
209366_x_at,1528
212487_at,23131
214917_at,5562
221879_at,91860
214663_at,25778
213157_s_at,23302
204065_at,9486
219640_at,24146
216993_s_at,1302
214444_s_at,5817
203367_at,11072
208980_s_at,7316
201961_s_at,10193
219875_s_at,51029
209093_s_at,2629
211866_x_at,3077
202808_at,54838
221530_s_at,79365
207727_s_at,4595
202565_s_at,6840
218943_s_at,23586
213078_x_at,254531
220887_at,56936
209143_s_at,1207
206968_s_at,4798
214651_s_at,100534589
202858_at,7307
216041_x_at,2896
207507_s_at,518
209155_s_at,22978
204608_at,435
59644_at,55589
201097_s_at,378
204483_at,2027
221446_at,11085
64488_at,126298
206995_x_at,8578
218535_s_at,55781
203679_at,11018
200757_s_at,813
211654_x_at,3119
213882_at,83941
218617_at,54802
208647_at,2222
221957_at,5165
209836_x_at,552900
220151_at,55150
212656_at,10102
211939_x_at,689
221771_s_at,54737
205837_s_at,2993
213743_at,905
206812_at,155
203133_at,10952
202154_x_at,10381
220225_at,50805
202302_s_at,65117
203625_x_at,6502
207925_at,1473
213565_s_at,4091
218872_at,54997
209302_at,5437
220472_at,29063
203563_at,60312
215409_at,254531
211810_s_at,2581
201956_s_at,8443
218999_at,55281
209607_x_at,100526830
209739_s_at,8228
217925_s_at,64771
220588_at,55653
210484_s_at,254896
200692_s_at,3313
204861_s_at,4671
207800_at,9495
211801_x_at,55669
204591_at,10752
220931_at,79024
202410_x_at,3481
209299_x_at,23759
214600_at,7003
203181_x_at,6733
216395_at,80028
217968_at,7260
206375_s_at,8988
203148_s_at,9830
207466_at,51083
220301_at,79839
200970_s_at,27230
208671_at,57515
218747_s_at,55080
214975_s_at,8776
211427_s_at,3769
215061_at,399818
206881_s_at,11026
209341_s_at,3551
208845_at,7419
201049_s_at,6222
221147_x_at,51741
202502_at,34
203131_at,5156
221166_at,8074
220672_at,57718
221288_at,2845
207277_at,30835
206230_at,3975
202557_at,6782
215349_at,643376
214293_at,55752
220725_x_at,55567
220005_at,53829
207396_s_at,10195
221653_x_at,23780
206975_at,4049
55662_at,79591
208069_x_at,1442
207109_at,25833
217393_x_at,389898
202583_s_at,10048
203456_at,11230
209668_x_at,8824
55065_at,57787
213721_at,6657
210220_at,2535
222067_x_at,3017
212183_at,11163
218180_s_at,64787
214362_at,6002
211540_s_at,5925
218048_at,23412
204251_s_at,22897
207376_at,27287
220011_at,79000
206640_x_at,100008586
213141_at,5681
203825_at,8019
217875_s_at,56937
203626_s_at,6502
205845_at,8912
202467_s_at,9318
210619_s_at,3373
204193_at,1120
54970_at,83637
203378_at,51585
216428_x_at,90011
206084_at,5801
201106_at,2879
213245_at,107
220413_at,29986
203928_x_at,4137
216430_x_at,28823
206360_s_at,9021
218682_s_at,22950
208394_x_at,11082
210981_s_at,2870
221696_s_at,55359
219200_at,79072
204015_s_at,1846
218715_at,55813
209786_at,10473
200610_s_at,4691
221659_s_at,93408
221693_s_at,55168
205677_s_at,10301
209223_at,4695
204645_at,905
220167_s_at,24150
213427_at,10799
216235_s_at,1909
220078_at,84196
210303_at,10586
217072_at,11314
211307_s_at,2204
215064_at,6309
201440_at,9416
206151_x_at,23436
210131_x_at,6391
206912_at,2304
205388_at,7125
206187_at,5739
212692_s_at,987
217826_s_at,51465
635_s_at,5526
211375_s_at,3609
209618_at,1501
222033_s_at,2321
221493_at,7259
221596_s_at,84060
213171_s_at,10893
207165_at,3161
217548_at,348110
207309_at,4842
207797_s_at,55805
216066_at,19
212588_at,5788
213383_at,6305
207284_s_at,444
217421_at,55124
209734_at,3071
40837_at,7089
211700_s_at,7216
206383_s_at,9908
36830_at,4285
200689_x_at,100500804
202153_s_at,23636
212231_at,23014
211327_x_at,3077
203263_s_at,23229
205068_s_at,23092
207069_s_at,4091
201786_s_at,103
208895_s_at,8886
207207_at,27288
212750_at,26051
215725_at,25786
212756_s_at,23304
202355_s_at,2962
218506_x_at,84656
208997_s_at,7351
214222_at,56171
206300_s_at,5744
212527_at,27351
219276_x_at,79886
202887_s_at,54541
201068_s_at,5701
212805_at,158471
210254_at,932
201750_s_at,1889
214664_at,10606
215788_at,85452
208955_at,1854
220446_s_at,10164
215355_at,25833
202264_s_at,10452
202412_s_at,7398
217221_x_at,8241
206569_at,11009
210746_s_at,2038
200773_x_at,5757
218998_at,54942
212443_at,23218
219433_at,54880
201718_s_at,2037
212452_x_at,23522
206153_at,57834
207847_s_at,4582
217831_s_at,55968
203619_s_at,23017
215236_s_at,8301
203897_at,57149
221886_at,27147
211395_x_at,9103
207713_s_at,10616
204457_s_at,2619
214065_s_at,10518
201596_x_at,3875
215400_x_at,115
207957_s_at,5579
219086_at,55778
205372_at,5324
219057_at,79874
218712_at,54955
209711_at,23169
221645_s_at,55769
91703_at,254102
216905_s_at,6768
209002_s_at,57658
221427_s_at,81669
206458_s_at,7482
211078_s_at,6788
222211_x_at,54581
202645_s_at,4221
206902_s_at,9941
208735_s_at,10106
219216_at,54465
216526_x_at,3107
219870_at,80063
207034_s_at,2736
221319_at,56128
214536_at,57152
212910_at,57215
213611_at,362
206536_s_at,331
221521_s_at,51659
216878_x_at,55547
208623_s_at,7430
202484_s_at,8932
218244_at,55035
200732_s_at,7803
208010_s_at,26191
206719_at,23546
215102_at,100129460
201994_at,9643
212693_at,23195
213158_at,26137
208766_s_at,10236
211665_s_at,6655
201412_at,26020
218813_s_at,56904
218098_at,10564
216942_s_at,965
210926_at,440915
207910_at,10648
200813_s_at,5048
200032_s_at,6133
211272_s_at,1606
212746_s_at,645455
200763_s_at,6176
205161_s_at,8800
216474_x_at,64499
206974_at,10663
211515_s_at,25778
205402_x_at,5645
220158_at,56891
222076_at,1839
207697_x_at,10288
218621_at,51409
219484_at,29915
204783_at,4291
215160_x_at,100289097
207354_at,6360
203052_at,717
36499_at,1952
209345_s_at,55361
32094_at,9469
221371_at,8995
212660_at,23338
213537_at,3113
204244_s_at,10926
201069_at,4313
209199_s_at,4208
202459_s_at,9663
215189_at,3892
209296_at,5495
221238_at,79366
221364_at,2895
208070_s_at,5980
211342_x_at,9968
204810_s_at,1158
216939_s_at,3360
179_at,441263
203207_s_at,9650
202714_s_at,9692
222006_at,3954
202288_at,2475
211570_s_at,5913
219606_at,51105
201586_s_at,6421
204294_at,275
212141_at,4173
205249_at,1959
211951_at,9221
214814_at,91746
200844_s_at,9588
205608_s_at,284
202691_at,6632
204165_at,8936
208515_at,8342
204199_at,9649
200018_at,6207
221792_at,51560
205057_s_at,3425
217583_at,101929036
214013_s_at,23216
213825_at,10215
205397_x_at,4088
211541_s_at,1859
222105_s_at,28511
201588_at,9352
219003_s_at,79694
213348_at,1028
202578_s_at,55308
201636_at,8087
201702_s_at,5514
1053_at,5982
215285_s_at,10745
209011_at,7204
37004_at,6439
208926_at,4758
206987_x_at,8817
211930_at,220988
209172_s_at,1063
203792_x_at,7703
218746_at,55080
216417_x_at,3219
203617_x_at,2002
215838_at,353514
214603_at,266740
220269_at,79740
202541_at,9255
216558_x_at,28396
213062_at,123803
212364_at,4430
208200_at,3552
209936_at,10181
222113_s_at,58513
212971_at,833
213281_at,3725
219349_s_at,55770
206563_s_at,4987
212876_at,8702
210705_s_at,85363
210649_s_at,8289
201364_s_at,4947
214963_at,23279
217856_at,9939
206192_at,1041
208454_s_at,10404
200939_s_at,473
207162_s_at,774
206592_s_at,8943
211750_x_at,84790
209425_at,100534612
202141_s_at,10920
210280_at,4359
211592_s_at,775
211956_s_at,10209
213421_x_at,5646
212587_s_at,5788
213019_at,26953
212204_at,25963
203826_s_at,9600
207721_x_at,3094
215758_x_at,81931
213041_s_at,513
219042_at,11178
216217_at,23228
219852_s_at,79906
202517_at,1400
203672_x_at,7172
205670_at,9514
214158_s_at,56980
213023_at,7402
218846_at,9439
211837_s_at,171558
208370_s_at,1827
204637_at,1081
207963_at,100505879
215573_at,847
216091_s_at,8945
216256_at,2918
215754_at,950
212966_at,23119
213936_x_at,6439
216479_at,100131205
208707_at,1983
219489_s_at,64359
212548_s_at,285527
204889_s_at,9148
210940_s_at,2911
217455_s_at,6752
209827_s_at,3603
211174_s_at,886
206301_at,7006
209386_at,4071
211404_s_at,334
221878_at,388969
210907_s_at,11235
206478_at,9834
203530_s_at,6810
213969_x_at,6159
212488_at,1289
208229_at,2263
219567_s_at,64789
204260_at,1114
210458_s_at,10010
217842_at,100996928
222237_s_at,7771
215155_at,3073
222177_s_at,54581
206056_x_at,6693
221568_s_at,55327
202985_s_at,9529
203136_at,10567
202857_at,10330
208481_at,51666
210054_at,79441
215830_at,22941
220838_at,54932
214192_at,4927
206610_s_at,2160
214797_s_at,5129
206325_at,866
219734_at,54847
204040_at,9781
210301_at,7498
204348_s_at,205
216551_x_at,5335
215740_at,100130741
205506_at,7429
209854_s_at,3817
210936_at,9948
203067_at,8050
221804_s_at,404636
219821_s_at,54438
210497_x_at,6757
217269_s_at,5651
207099_s_at,1121
208447_s_at,5631
203627_at,3480
202888_s_at,290
207300_s_at,2155
211855_s_at,9016
213951_s_at,29893
205168_at,4921
212192_at,115207
203350_at,164
201259_s_at,6856
210481_s_at,10332
221113_s_at,51384
211928_at,1778
221571_at,7187
205409_at,2355
214503_x_at,64582
208410_x_at,265
214496_x_at,23522
211544_s_at,2692
200753_x_at,6427
203742_s_at,6996
211911_x_at,3106
206017_at,9856
211340_s_at,102465453
213839_at,79789
209947_at,9898
207211_at,9099
222218_s_at,29992
213715_s_at,256949
210387_at,8339
205300_s_at,11066
200971_s_at,27230
203865_s_at,104
220951_s_at,29974
206893_at,6299
201026_at,9669
215867_x_at,771
202127_at,8899
